Title,ParentID,CollaborationPeriod,ResponsibleEntity,TypeOfSubmission,StrategicPlanENG,StrategicPlanSPA,HealthAgendaENG,HealthAgendaSPA,DescriptionENG,DescriptionSPA,ExpectedResultsENG,ExpectedResultsSPA,DurationENG,DurationSPA
NSA-2025-55-WPA_3,55,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 19: Health promotion and intersectoral action; OCM 01: Access to comprehensive and quality health services; OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 19: Promoción de la salud y acción intersectorial; OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 13: Factores de riesgo para las enfermedades no transmisibles.,Goal 9: Noncommunicable Diseases; Goal 6: Information Systems for Health,Meta 9: Enfermedades No Transmisibles; Meta 6: Sistemas de Información para la Salud,"Infographics on type 2 diabetes (T2D) and chronic kidney disease (CKD) associated with diabetes in the region, addressing topics such as regional epidemiology, appropriate screening, diagnosis, and recommendations.","Infographics on type 2 diabetes (T2D) and chronic kidney disease (CKD) associated with diabetes in the region, addressing topics such as regional epidemiology, appropriate screening, diagnosis, and recommendations.",,,06-12/2025,06-12/2025
NSA-2025-17-WPA_1,17,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 05: 5 Access to services for non-communicable diseases (NCDs) and mental health conditions,OCM 05: 5 Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,"The National Alliance for Hispanic Health, as a Non-State Actor in official relations with PAHO, has continued to implement the Buena Salud Américas Community Engagement Grants, as an opportunity to collaborate with PAHO’s Non-Communicable Diseases and Mental Health Department to promote multi-sectoral collaboration and civil society engagement to help advance public health policies and community-based initiatives for the prevention and control of non-communicable diseases (NCDs) in the Americas.","La Alianza Nacional para la Salud Hispana, como una NSA en relaciones oficiales con la OPS, ha continuado implementando las Subvenciones de Participación Comunitaria Buena Salud Américas, como una oportunidad para unir esfuerzos con el Departamento de Enfermedades No Transmisibles y Salud Mental de la OPS para promover la colaboración multisectorial y la participación de la sociedad civil para ayudar a avanzar en políticas de salud pública e iniciativas basadas en la comunidad para la prevención y el control de enfermedades no transmisibles (ENT) en las Américas.",,,2025,2025
NSA-2025-52-WPA_1,52,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases; OCM 18: Social and environmental determinants; OCM 19: Health promotion and intersectoral action,OCM 13: Factores de riesgo para las ENCD; OCM 18: Determinantes sociales y ambientales; OCM 19: Promoción de la salud y acción intersectorial,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,"In 2025, Vital Strategies, in collaboration with PAHO and key partners, continued to advance health taxes and regulations on products harmful to health, such as tobacco, alcohol, and ultra-processed foods, among others, through efforts across Latin America, strengthening policy development, technical capacity, and public engagement.","En 2025, Vital Strategies, en colaboración con la OPS y socios clave, continuó avanzando en los impuestos a la salud y la regulación de productos nocivos para la salud, como el tabaco, el alcohol, los alimentos ultraprocesados, entre otros, en un esfuerzo a lo largo de América Latina, fortaleciendo el desarrollo de políticas, la capacidad técnica y la participación pública.",,,01-12/2025,01-12/2025
NSA-2025-52-WPA_2,52,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases; OCM 18: Social and environmental determinants; OCM 19: Health promotion and intersectoral action,OCM 13: Factores de riesgo para las ENCD; OCM 18: Determinantes sociales y ambientales; OCM 19: Promoción de la salud y acción intersectorial,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,Tobacco control work in Mexico,Trabajo de control del tabaco en México,,,01-12/2025,01-12/2025
NSA-2025-52-WPA_3,52,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases; OCM 18: Social and environmental determinants; OCM 19: Health promotion and intersectoral action,OCM 13: Factores de riesgo para las ENCD; OCM 18: Determinantes sociales y ambientales; OCM 19: Promoción de la salud y acción intersectorial,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,Health taxes work in Mexico.,Los impuestos a la salud funcionan en México.,,,01-12/2025,01-12/2025
NSA-2025-52-WPA_4,52,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases; OCM 18: Social and environmental determinants; OCM 19: Health promotion and intersectoral action,OCM 13: Factores de riesgo para las ENCD; OCM 18: Determinantes sociales y ambientales; OCM 19: Promoción de la salud y acción intersectorial,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,Tobacco Control activities in Brazil,Actividades de control del tabaco en Brasil,,,01-12/2025,01-12/2025
NSA-2025-52-WPA_5,52,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases; OCM 18: Social and environmental determinants; OCM 19: Health promotion and intersectoral action,OCM 13: Factores de riesgo para las ENCD; OCM 18: Determinantes sociales y ambientales; OCM 19: Promoción de la salud y acción intersectorial,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,Health Taxes in Brazil,Impuestos sobre la salud en Brasil,,,01-12/2025,01-12/2025
NSA-2025-52-WPA_6,52,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases; OCM 18: Social and environmental determinants; OCM 19: Health promotion and intersectoral action,OCM 13: Factores de riesgo para las ENCD; OCM 18: Determinantes sociales y ambientales; OCM 19: Promoción de la salud y acción intersectorial,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,Health taxes work in Colombia.,Los impuestos de salud funcionan en Colombia.,,,01-12/2025,01-12/2025
NSA-2025-52-WPA_7,52,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases; OCM 18: Social and environmental determinants; OCM 19: Health promotion and intersectoral action,OCM 13: Factores de riesgo para las ENCD; OCM 18: Determinantes sociales y ambientales; OCM 19: Promoción de la salud y acción intersectorial,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,Tobacco Control and Health Taxes work in Peru,Control del Tabaco y Impuestos a la Salud en Perú,,,01-12/2025,01-12/2025
NSA-2025-33-WPA_1,33,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCDs,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"With the aim of further reducing non-communicable disease (NCD) risk factors by addressing health determinants through inter-sectoral action, GATC Regional Coordinators (RCs) facilitated AMRO regional civil society coordination and supported their engagement with government representatives for COP11 and MOP4, including assistance for the implementation of the ""maximizing transparency"" decision. This was achieved through webinars, bilateral meetings, and the distribution of materials.","Con el objetivo de reducir aún más los factores de riesgo de las enfermedades no transmisibles (ENT) abordando los determinantes de la salud a través de la acción intersectorial, los Coordinadores Regionales de GATC (RCs) facilitaron la coordinación de la sociedad civil regional de AMRO y apoyaron su participación con representantes gubernamentales para la COP11 y la MOP4, incluyendo el apoyo para la implementación de la decisión de ""maximizar la transparencia"". Esto se llevó a cabo a través de seminarios web, reuniones bilaterales y distribución de materiales.",,,01-12/2025,01-12/2025
NSA-2025-33-WPA_2,33,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"Co-hosted a virtual dialogue organized by AMRO between Ministries of Foreign Affairs/Geneva-based missions and AMRO civil society representatives in the lead-up to COP11/MOP4. The purpose of the meeting was to encourage participation and commitment to the COP/MOP process. Regional Coordinators support countries in implementing the FCTC at the national level and enhance the motivation of both governments, ensuring that Parties from the region are better prepared for key meetings.","Coorganizó un diálogo virtual de AMRO entre los Ministerios de Relaciones Exteriores/misiones con sede en Ginebra y representantes de la sociedad civil de AMRO en la antesala de la COP11/MOP4. El propósito de la reunión era fomentar la participación y el compromiso con el proceso COP/MOP. Los RCs apoyan a los países en la implementación del FCTC a nivel nacional y aumentan la motivación de ambos gobiernos, asegurando que las Partes de la región estén mejor preparadas para reuniones clave.",,,3 months,3 months
NSA-2025-33-WPA_3,33,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"Co-hosted a preparatory webinar, in collaboration with Campaign for Tobacco Free Kids (CTFK) and Corporate Accountability (CA), on the theme “Unmasking Harm Reduction: Shielding Public Policy from Tobacco Industry Influence” as part of the AMRO pre-COP/pre-MOP process. The purpose of the activity was to strengthen both Member States’ and civil society organizations' capacity to counter attempts at interference by the tobacco industry and those who work to further its interests.","Coorganizó un seminario web preparatorio, en colaboración con la Campaña por Niños Libres de Tabaco (CTFK) y la Responsabilidad Corporativa (CA), sobre el tema “Desenmascarando la Reducción de Daños: Protegiendo la Política Pública de la Influencia de la Industria del Tabaco” como parte del proceso pre-COP/pre-MOP de AMRO. El propósito de la actividad fue fortalecer la capacidad tanto de los Estados Miembros como de las OSC para contrarrestar los intentos de interferencia por parte de la industria del tabaco y aquellos que trabajan para promover sus intereses.",,,3 months,3 months
NSA-2025-33-WPA_4,33,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"Co-hosted a WCTC session on Addressing Tobacco Control Challenges and Future-Proofing Tobacco Control. The session primarily explored the meaning of sustainability and the steps needed to achieve it. Speakers included representatives from civil society and government, including Reina Roa from AMRO.","Co-organizó una sesión del WCTC sobre los Desafíos del Control del Tabaco y la Preparación Futura del Control del Tabaco. Se exploró principalmente lo que significa sostenible y los pasos necesarios para lograrlo. Los ponentes incluyeron representantes de la sociedad civil y del gobierno, incluyendo a Reina Roa de AMRO.",,,6 months,6 months
NSA-2025-33-WPA_5,33,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"Co-hosted an event at the High-Level Meetings titled: 20 Years of the WHO FCTC Driving Global Action on NCDs, which emphasized the WHO FCTC as both a blueprint for multilateral cooperation and an effective tool in the fight against non-communicable diseases. It further underscored that strong collaboration and sustainable funding are essential to ensure ongoing progress in tobacco control and NCD prevention.","Coorganizó un evento en las Reuniones de Alto Nivel titulado: 20 Años del FCTC de la OMS Impulsando la Acción Global sobre las ENTs, destacando el FCTC de la OMS como un modelo para la cooperación multilateral y una herramienta efectiva en la lucha contra las enfermedades no transmisibles. Además, subrayó que una fuerte colaboración y un financiamiento sostenible son vitales para asegurar un progreso continuo en el control del tabaco y la prevención de las ENTs.",,,6 months,6 months
